,product,sentiment,hashtags,clean_tweet
6721,apple ipad,neutral,['sxsw'],rt  win free ipad  from webdoc com sxsw rt
6722,apple ipad,neutral,"['dgtltribe', 'sxsw']",rt  win ipad here rt  what dgtltribe can learn from native amer tx ballroom      am  sxsw
6723,apple ipad,positive,['sxsw'],rt  win this awesome ipad from quibids and custom  case if we catch you at sxsw wearing an openbeta vip badge 
6725,google other,positive,"['maps', 'sxsw']",rt  with   million mobile users on google maps   of all google maps usage is from mobile devices  maps sxsw
6726,apple iphone,neutral,"['sxswnui', 'gsdm', 'sxsw']",rt  with xwave headsets we can actually control iphone apps with our brain  sxswnui gsdm sxsw
6727,apple ipad,positive,"['sxsw', 'poursite']",rt  within hours of buying an ipad glenda watson hyatt with cerebral palsy was able to communicate with strangers in public  sxsw poursite
6728,apple ipad,neutral,['sxsw'],rt  woah  dude at sxsw gets branded tattoo in exchange for ipad  no really   what do you think 
6729,google,positive,['sxsw'],rt  woah expect google circles today at sxsw during google league of extraordinary hackers events today big 
6730,apple iphone,positive,['sxsw'],rt  woke up sandwiched between my iphone and ipad i forgot how much sxsw was like geek spring break
6731,apple iphone,negative,['sxsw'],rt  woman in lobby  there a website called like stupid iphone speller and it ppl taking pics of funny autocorrected words  sxsw
6732,apple ipad,positive,['sxsw'],rt  won nd place in fandango karaoke  st prize was  yr fandango tkts  useless in canada  nd prize is more useful an ipad  sxsw
6733,apple ipad,neutral,['sxsw'],rt  wonder how many ipads they will sell there tomorrow rt  apple opening a pop up store at sxsw 
6734,apple ipad,neutral,['sxsw'],rt  wonder how many ipads they will sell there rt  opening a pop up store at sxsw 
6735,google other,positive,"['impactdashboard', 'bavcid', 'sxsw']",rt  wonder when google impactdashboard being demoed now will become part of google analytics bavcid sxsw
6736,google,neutral,"['sxsw', 'austin']",rt  wondering about street closures during sxsw we made a google map to show you   sxsw austin
6737,apple iphone,positive,"['sxsw', 'il']",rt  woo hoo  is finally back on the iphone   sxsw il
6738,apple iphone,neutral,['sxsw'],rt  woohoo rt  the go game launches do it yourself iphone scavenger hunts  via  see you at sxsw
6739,apple app,positive,['sxsw'],rt  wooooo did i mention that we just released discovr for iphone   it out now just in time for sxsw new features  
6740,google,positive,"['google', 'lego', 'sxsw', 'startupbus', 'cle']",rt  woot  just won the google lego hackathon competition  sxsw startupbus cle
6741,apple app,positive,['sxsw'],rt  word to your motherboard rt  you will want these iphone apps if you're heading to sxsw today   hot ones  
6742,apple app,positive,"['newsapps', 'sxsw']",rt  wow  developed it ipad app for just  k newsapps sxsw
6743,apple ipad,positive,"['sxsw', 'mosaicxm']",rt  wow this thing is insanely thin  light hold out for the ipad  seriously  sxsw mosaicxm  
6744,apple ipad,neutral,"['twit', 'sxsw']",rt  wow leo just told a random person on the street he would send her an ipad   twit sxsw
6745,apple iphone,positive,['sxsw'],rt  wow shakespeare pub on th st here to the delete button on the iphone video camera  sxsw
6747,apple iphone,neutral,"['ubersocial', 'iphone', 'sxsw', 'mashable']",rt  yayrt  new ubersocial for iphone now in the app store includes uberguide to sxsw sponsored by mashable 
6748,google,positive,['sxsw'],rt  yeah love the google cheese w   maggie mae pic   sxsw
6749,apple ipad,negative,['sxsw'],rt  yes i hate the fanboys still valid tho to those that waited for the ipad instead of enjoying sxsw  
6750,apple ipad,neutral,"['sxsw', 'ipad', 'ipad2', 'sxswi']",rt  yes the rumors are true come play with  on ipad at our booth at sxsw exhibit hall   ipad ipad  sxswi
6751,apple ipad,positive,"['sxsw', 'ipad', 'ipad2']",rt  yes the rumors are true come play with  on ipad at our booth at sxsw exhibit hall   ipad ipad  under the giant o 
6752,apple,neutral,['sxsw'],rt  yes there a line in front of the all but confirmed pop up apple store at sxsw  
6753,android app,positive,['sxsw'],rt  yes gowalla wins best andoid app at the team android choice awards thanks all  sxsw
6754,apple app,positive,"['iphone', 'sxsw']",rt  yes updated iphone app has song info    stream others also live video streaming for sxsw 
6755,apple app,positive,['sxsw'],rt  yes updated iphone app has song info     stream others also live video streaming for sxsw 
6756,apple app,positive,['sxsw'],rt  yes updated iphone app has song info    stream others also live video streaming for sxsw 
6757,apple ipad,positive,['sxsw'],rt  yesterday was fantastic  sxsw apple ipad  launch but let all take a moment honor those who have suffered in japan 
6758,google,neutral,['sxsw'],rt  yikes google is launching 'circles' today at sxsw  
6760,apple ipad,neutral,['sxsw'],rt  you know you are on the plane to sxsw when u become facebook friends with your seatmate he added me on his ipad i added him on my laptop
6761,apple iphone,neutral,['sxsw'],do not be on your iphone up to going to sleep prepare for sleep for    minutes before sxsw pr
6762,apple ipad,neutral,['sxsw'],get them on your pop up apple store ipad  rt  rt   a complete sxsw   foursquare badge list 
6763,apple iphone,neutral,"['sxsw', 'zazzlesxsw']",rt  zazzle is gearing up to hit sxsw look out for our tweets on where you can come by to create your own iphone case  zazzlesxsw
6764,apple iphone,positive,"['sxsw', 'zazzlsxsw']",rt  zazzle is officially at sxsw come by the  grille mention zazzlsxsw and you ll get to make your own iphone case 
6765,apple iphone,positive,"['sxsw', 'zazzlsxsw']",rt  zazzle is officially at sxsw come by the  grille mention us with zazzlsxsw and you ll get to make your own iphone case 
6766,apple ipad,neutral,"['sxsw', 'uxdes']", st session designing ipad interfaces  sxsw uxdes
6767,apple app,negative,"['sxsw', 'ui']", sxsw iphone app control mania half of the screen used for buttons and filters other half for content  ui fail
6768,apple app,positive,['sxsw'],these iphone apps will keep you grooving at sxsw      
6769,apple app,positive,['sxsw'],these iphone apps will keep you grooving at sxsw      via  
6771,apple ipad,positive,['sxsw'],will someone buy my ipad v while i wait in line to get v tomorrow  sxsw
6772,apple iphone,negative,['sxsw'],fuck iphone crapped out will not charge at all says it is charging but at  after all night what are my options in austin  sxsw
6773,apple app,positive,"['sxsw', 'sxswbarcrawl', 'sxswi']",one of the must have apps to survive sxsw  join our sxswbarcrawl during sxswi
6774,apple iphone,neutral,['sxsw'],fuzzy iphone picture of jake gyllenhaal and duncan jones more pictures soon bigdplace com sxsw 
6776,apple,neutral,"['dgtltribe', 'sxsw']", no one says 'i'm apple' or 'i'm drupal'  in my tribe i know people will care for my children  that is powerful   dgtltribe sxsw
6777,apple iphone,neutral,['sxsw'], sxsw iphone tip turn off g to get good service data
6778,apple iphone,neutral,"['sxsw', 'sxswi']",found iphone ballroom d just now volunteer at door has it  sxsw sxswi
6779,apple,neutral,['sxsw'],just got one rt  waiting in line at an apple store check in and you just might find a new item   sxsw 
6780,apple iphone,neutral,['sxsw'],so the phones around me are blackberry iphone and android a distant third  sxsw
6781,apple ipad,positive,['sxsw'],tip for conference goers everywhere bring ipad leave laptop at hotel i have had no battery and a sore shoulder all week  sxsw
6782,apple app,neutral,"['sxsw', 'brighteyes', 'thecivilwars', 'glove']",free  song sxsw itunes playlist  brighteyes  thecivilwars  glove and many others  
6783,apple,positive,['sxsw'],amusing long lines at the temp apple store the starbu cks acrosse the street is where most people seem to unpack theirs   sxsw
6784,apple,neutral,['sxsw'], th and congress in the scarborough bldg rt  so where is this temporary apple store setup  sxsw
6785,apple ipad,positive,['sxsw'], th and congress dude is creatively saving up for an ipad    sxsw 
6786,google,neutral,['sxsw'],only google disavowal of its planned launch at sxsw 
6787,apple ipad,neutral,['sxsw'],am i the only one left with an ipad  sxsw
6788,google,neutral,['sxsw'],we will connect to it too rt  google to launch major new social network called circles possibly today  sxsw
6789,apple ipad,neutral,['sxsw'],guy in front of the apple store in austin is reading from the bible  wondering when someone would give him an ipad with a bible app sxsw
6790,apple,positive,['sxsw'],awesome conversations and networking while on line at sxsw apple store 
6791,apple ipad,neutral,['sxsw'],is ipad too big for it rt  my takeaway from sxsw mobile is absolutely necessary now for brand relevancy 
6793,google,positive,['sxsw'],this is good news  google route around traffic function saves users  years every day from marissa mayer at sxsw via 
6795,apple,positive,['sxsw'],social proof is a powerful marketing motivator  you see white earbud headphones and cables and you know apple is here   sxsw
6796,google,neutral,"['google', 'marissameyer', 'clevelandsteamer', 'sxsw']",hotpot google marissameyer what is next clevelandsteamer  sxsw
6797,apple,neutral,"['rhjr_ux5', 'sxsw']",apple  google  zappos are corporations always founded with this different and important ideas  rhjr ux  sxsw
6798,google,unknown,"['sxsw', 'randomly']",i think google circles was an effect of crop circle  sxsw randomly
6799,google,neutral,"['google', 'sxsw']",is this google circles   google sxsw
6800,google,neutral,['sxsw'],what is google circles    google to launch major new social network called circles possibly today  sxsw 
6801,google,neutral,"['google', 'sxsw', 'cle', 'startupbus']",at the google hacker party at sxsw good times with cle startupbus 
6802,google,neutral,"['bettersearch', 'sxsw']",demo of google hotpot at bettersearch panel still pull search but personalized not yet serendipitous  sxsw
6803,google,neutral,"['sxsw', 'sxswnikon', 'hisxsw']",after a google image search jayden boy recognized  as the man from the nikon camera commercials  sxsw sxswnikon hisxsw
6804,google,unknown,['sxsw'],how can google load those maps so fast yet i can barely post a tweet haha sxsw
6805,google,neutral,"['google', 'sxsw', 'gmaps']",  of google maps usage from mobile devices said  at sxsw   via  gmaps
6806,google,neutral,['sxsw'],buzz to google me to google circles  is there a social media shakedown brewing if anything go hear the head and the heart at sxsw 
6807,google other,positive,['sxsw'],so many google products is not it time to transition them down the chain and into features but features of what product  sxsw
6808,google,neutral,"['google', 'mayer', 'sxsw']",  of google searches are for local information  mayer sxsw
6809,google,neutral,"['google', 'social', 'sxsw']",  google to launch major new social network called 'circles'  social networking back to basics  sxsw
6810,google,negative,['sxsw'],damn it google your glow in the dark cup leaked glow in the dark goo in my camera bag  sxsw
6811,google,positive,['sxsw'],leaving google marissa mayer keynote interesting details on user adoption of location aware services  sxsw
6812,google,neutral,"['facebook', 'sxsw']",rt facebook hit an adoption tipping point  low chance of success  google  launch new social network called  sxsw
6813,apple app,positive,"['sxsw', 'geekery']",jqtouch looks amazing it has an apple theme that makes web pages look just like native iphone apps  sxsw geekery
6814,apple ipad,negative,['sxsw'],it just looks stupid to take pix with an ipad   believe me guys  sxsw
6815,apple app,positive,['sxsw'],all the cool apps coming out at sxsw are making me miss my iphone  in a big way
6816,apple ipad,positive,['sxsw'],kind of cool someone is trying to do screen mirroring of an ipad via a camera  there is an hdmi cable for that gents sxsw
6817,apple ipad,positive,['sxsw'],that is cool rt  coolest ipad case ever  it an etch a sketch sxsw  via 
6818,apple,neutral,"['sxsw', 'ipad2']",line at pop up apple store in austin first person was here at  a m they have to wait until  p m  sxsw ipad  
6819,apple,neutral,['sxsw'],apple pop up shop on lavaca and th sxsw yes the line wraps around the block  apple store sxsw  
6820,apple,neutral,['sxsw'],apple pop up store in austin just took shape this week now that what i call a pop up  sxsw
6821,apple ipad,neutral,"['apple', 'sxsw', 'insanity']",apple pop up store on sixth street still has a giant line in front of it people waiting for their ipad  apple sxsw insanity
6822,apple,neutral,"['sxsw', 'dickbar']",after a pop up apple store  sxsw should have a pop up bar called dickbar
6823,apple,positive,['sxsw'],apple pop up store at sxsw on the day of the ipad release could be the most genius move in marketing history 
6824,apple,positive,"['sxsw', 'thinmints']",apple pop up store for sxsw is just like what girl scouts do by planting themselves next to bank atms ca h money thinmints
6825,apple,positive,['sxsw'],apple pop up store plans for sxsw in austin 
6826,apple ipad,neutral,['sxsw'],apple to open 'pop up' temporary store at sxsw for ipad  launch  via 
6827,apple,neutral,['sxsw'],apple to open popup guerrilla store on th and congress for sxsw in austin wonder what they're selling  
6828,apple,positive,['sxsw'],apple to open a pop up store at sxsw so wannabe hipsters can feel at home being near their fav store 
6829,apple ipad,neutral,"['sxsw', 'morefunpeoplewatching']",apple to open a pop up store downtown austin  st floor of my bldg at th  congress for sxsw and the ipad  launch morefunpeoplewatching
6830,apple ipad,positive,['sxsw'],apple to open ipad popup shop  core of sxsw action brilliant to bring hot shiny new toy to sxsw peeps 
6831,apple ipad,neutral,['sxsw'],apple to open pop up shop at sxsw  th and congress on ipad launch day   
6832,apple,neutral,['sxsw'],apple to open pop up shop at sxsw report  
6833,apple,neutral,['sxsw'],apple to open pop up shop at sxsw 
6834,apple,neutral,['sxsw'],apple to open pop up shop at sxsw report    sxsw
6835,apple,neutral,['sxsw'],apple to open pop up shop at sxsw report   sxsw
6836,apple ipad,neutral,['sxsw'],apple to open pop up shop in austin for sxsw ipad  release  
6837,apple ipad,neutral,"['sxsw', 'ipad2']",apple to open pop up shop in austin for sxsw ipad  release  via   sxsw ipad 
6838,apple ipad,neutral,"['sxsw', 'apple', 'ipad2', 'popupshop']",apple to open pop up shop in austin for sxsw ipad  release   sxsw apple ipad  popupshop
6839,apple,positive,['sxsw'],apple to open popup store at sxsw just for ipad launch you genius bastards  
6840,apple,neutral,['sxsw'],apple to open temporary store at sxsw 
6841,apple,neutral,['sxsw'],apple to open temporary store at sxsw  tipb  via  sxsw
6842,apple,neutral,['sxsw'],apple to open temporary store for sxsw at th and congress 
6843,apple,neutral,['sxsw'],apple to open temporary store for sxsw interesting  
6844,apple ipad,neutral,['sxsw'],apple is opening a new store in downtown austin friday to make sure everyone at sxsw can buy a new ipad   
6845,apple,neutral,['sxsw'],apple is opening a pop up store in austin for sxsw 
6846,apple,neutral,['sxsw'],apple is opening a pop up store in austin for sxsw   
6847,apple,neutral,['sxsw'],apple is opening a pop up store in austin for sxsw    via 
6848,apple,neutral,"['sxsw', 'apps', 'mobile']",apple is opening a pop up store in austin for sxsw  sxsw apps mobile
6849,apple,negative,['sxsw'],apple is opening a temporary store in austin for sxsw because people obviously want to shell out    for a macbook while visiting austin
6850,apple,negative,['sxsw'],apple is opening a temporary store in austin for sxsw because people obviously want to shell out    for a macbook 
6851,apple,positive,['sxsw'],apple is opening a temporary store in downtown austin for march  to accommodate sxsw attendees god they are so fucking smart 
6852,apple,positive,['sxsw'],apple is opening temp retail store in austin to sell ipads to sxsw attendees  i am once again tempted 
6853,apple,positive,"['sxsw', 'ipad2']",apple is opening temporary store close to sxsw to sell ipad  they get the influencers concept   
6854,apple,neutral,['sxsw'],apple is opening up a pop up store in downtown austin for the ipod  launch at sxsw 
6855,apple ipad,neutral,"['sxsw', 'ipad2']",apple is opening up a temp store in austin for sxsw  ipad  via   
6856,apple,neutral,"['sxsw', 'awesome']",apple is opening up a temp store in austin for sxsw  via   awesome
6857,apple ipad,neutral,"['sxsw', 'ipad2']",apple is opening up a temp store in austin for sxsw  via  ipad 
6858,apple ipad,neutral,"['austin', 'sxsw']",apple is opening up a temporary store in downtown austin for sxsw  ipad  launch 
6859,apple ipad,neutral,"['sxsw', 'fb']",apple is opening up a temporary store in downtown austin for sxsw  ipad  anyone  fb
6860,apple ipad,neutral,['sxsw'],apple is opening up a temporary store in downtown austin for sxsw  ipad  launch   source statesman com
6861,apple ipad,neutral,['sxsw'],apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch  cc  
6862,apple ipad,neutral,['sxsw'],apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch 
6863,apple ipad,neutral,['sxsw'],apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch bit ly g mzb
6864,apple ipad,neutral,['sxsw'],apple is opening up a temporary store in downtown austin for sxsw and the ipad  launch bit ly g mzb cc   
6865,apple ipad,positive,['sxsw'],apple is opening up a temporary store just for the sxsw conference and the ipad  launch might have to make a stop 
6866,apple ipad,neutral,['sxsw'],web developers if you haven t tried new relic sign up during sxsw and enter to win an ipad  come by booth   
6867,apple ipad,neutral,"['sxsw', 'savesxsw']",agency people at sxsw  this queue if for a pop up ipad store  savesxsw 
6868,google,neutral,"['sxswi', 'sxsw']",why do people at sxswi insist on sharing footage of the japanese tragedy do they not think other people at sxsw know how to google 
6869,apple ipad,positive,['sxsw'],so for people back home  seems that sxsw is putting together a pop up apple store for people to get the ipad today  
6870,google,neutral,['sxsw'],mayer people drive  bn miles a year using google maps navigation whither sat nav  sxsw
6871,apple ipad,neutral,['sxsw'], people waiting for the new ipad outside apple temporary store on th street doors open at pm sxsw
6872,google,negative,['sxsw'],google dropped real estate search b c to do it right they'd need to invest much more than they're willing to at the moment  sxsw
6873,apple,neutral,"['sxsw', 'retail', 'austin']",apple popup sxsw retail store in austin detail belies its short  wk lifespan  
6874,apple,neutral,['sxsw'],line at popup apple store at th  congress still over a block long  sxsw
6875,apple,neutral,"['trollfoot', 'sxsw']",waiting for  and a trollfoot appearance at the sxsw apple store c'mon  d
6876,apple ipad,neutral,"['sxsw', 'in']",packing for sxsw  ipad iphone blackberry laptop and video camera need a stylish belt clip gadget holster or is that an oxymoron  in
6877,apple ipad,neutral,['sxsw'],packing for sxsw need a geek batman like utility belt for my gadgets  iphone ipad mba apple tv overdrive hotspot headphones etc 
6878,apple ipad,neutral,['sxsw'],packing for sxsw literally going w  tshirts  ipad dont plan on doing much but enjoying the sun  conversing with dorks 
6879,apple ipad,positive,['sxsw'],packing for sxsw macbook ipad or both ahhh ca not decide 
6880,apple ipad,neutral,['sxsw'],waiting for a sxsw session to start touching stories  designing digital magazines for the ipad
6881,apple iphone,neutral,"['iphone', 'sxsw', 'tweetignite']",looking for a cool new iphone twitter app to track the action at sxsw this week check out  tweetignite
6882,apple ipad,neutral,"['sxsw', '1']",waiting for an ipad   sxsw day   
6883,apple iphone,neutral,['sxsw'],looking for an iphone app that manages multiple accounts allowing you to select which you follow from and lists suggestions  sxsw
6884,apple iphone,neutral,['sxsw'],looking for an iphone battery solution for next week at sxsw any suggestions 
6885,apple ipad,neutral,"['sxsw', 'geeksrejoice']",not a rumor any longer apple to open up a pop up store on congress for the ipad launch during sxsw   geeksrejoice
6886,apple iphone,neutral,['sxsw'],or anyone heading to sxsw if you have android iphone install cab me   
6887,apple ipad,positive,"['sxsw', 'apple', 'ipad2']",waiting for bestie to come out of  popup store with our ipad   sxsw apple ipad 
6888,apple ipad,neutral,"['sxsw', 'music', 'news']",sxsw go for blackberry and windows phone   sxsw go is now available on iphone ipad andro    sxsw music news
6889,apple ipad,neutral,['sxsw'],sxsw go for blackberry and windows phone   sxsw go is now available on iphone ipad android blackberr    sxsw
6890,google,neutral,['sxsw'],waiting for google keynote to start sxsw
6891,apple app,negative,"['sxsw', 'newsapps']",nyt app for ipad not here an amazing way to serve our readership  more here a market opportunity we ca not ignore  sxsw newsapps
6892,apple ipad,neutral,['sxsw'],or like the ipad  line at sxsw you could sell your space at the exercise class for    
6893,google,positive,['sxsw'],perfect for me a session about google recipes search  among other things  sxsw
6894,apple ipad,neutral,['sxsw'], sxsw rumor mill ipad  will have between  and  cameras slightly thinner rare earths case and different but still smudgy screen 
6895,apple ipad,neutral,['sxsw'],looking for tech mobile bloggers  others to join ipad  panelist line up for sxsw tues    lmk 
6896,apple ipad,neutral,['sxsw'],looking for the best disc created at sxsw the winner gets an ipad  
6897,apple iphone,neutral,"['austin', 'sxsw', 'iphoneapp']",looking for the best iphone app to hail a cab in austin  free if possible  austin sxsw iphoneapp
6898,google,neutral,['sxsw'],in line for the google and bing pagerank session hope there a smack down  sxsw  hilton salon j w   others  
6899,apple ipad,neutral,"['sxsw', 'sxswi']",details for the ipad  giveaway coming tonight rt this  sxsw sxswi
6900,apple ipad,positive,['sxsw'],in line for the ipad  why not  apple hype team just made the high five run by sxsw
6901,apple ipad,neutral,"['sxsw', 'accordion', 'toodamnlucky']",waiting for the video rt  pic of my ipad winning performance   sxsw accordion toodamnlucky
6902,android app,positive,['sxsw'],  viagra for your communications   launches android app at sxsw  happy to see expansion beyond outlook plugin 
6903,apple iphone,positive,['sxsw'],die antwoord was awesome in umshini wam from korine and park night fishing was amazing especially for being shot on iphone  sxsw
6904,apple,positive,['sxsw'], before it even begins apple wins sxsw  apple to setup temporary store in austin for ipad  launch march  th 
6905,apple,positive,"['tech', 'apple', 'sxsw', 'technology']", tech before it even begins  apple wins sxsw  technology
6906,apple,positive,"['tech', 'apple', 'sxsw', 'technology']", tech before it even begins  apple wins sxsw over the past week there been a major dilemma in    technology
6907,apple,positive,"['tech', 'sxsw']", tech before it even begins apple wins sxsw 
6908,apple,positive,['sxsw'],hooray more long lines rt  apple is opening temporary store in downtown austin for sxsw  the ipad  launch 
6909,apple,neutral,['sxsw'],pop up stores r popping up everywhere rt  confirmed apple store  week popup in austin  sxsw no   cont  
6910,google,neutral,"['google', 'sxsw', 'socialmedia']",que   porque   google to launch major new social network called circles possibly today   sxsw socialmedia
6911,google,neutral,['sxsw'],i was a worried when this guy stated w  ppl spend a lot of time inside but what is google doing to help navigate indoor spaces  sxsw
6913,apple iphone,negative,['sxsw'],looking forward to delicious t mobile g here in austin while iphone users struggle to do anything  sxsw
6914,google,positive,['sxsw'],looking forward to hearing google  present today at sxsw
6915,apple ipad,positive,"['uxdes', 'sxsw']",looking forward to hearing lynn teo tell me nice things i probably should already know about ipad navigation uxdes sxsw
6916,google,neutral,['sxsw'],looking forward to j roddy walston  the business at sxsw google party here them vid  
6917,apple ipad,positive,"['ipad', 'design', 'sxsw']",looking forward to learning about ipad design at sxsw 
6918,apple ipad,positive,['sxsw'],looking forward to seeing ipad  at the site of the alphagraphics where i bought  laser prints in    scarborough building   sxsw
6919,google other,negative,['sxsw'],looking forward to the day when  and  release native android   tablet optimized clients google latitude sucks  sxsw
6920,apple iphone,positive,['sxsw'],looking forward to the iphone and android design sessions at sxsw ca not wait to drink and give away stuff and get paid for doing it too 
6921,apple,positive,"['apple', 'sxsw', 'apple']",looking forward to visiting the apple store that has come up on congress ave for sxsw apple sell more ipad
6922,apple ipad,neutral,"['sxsw', 'ipad']",live photos at apple store sxsw  x          ipad 
6923,google,neutral,['sxsw'],hey tweegos google to launch major new social network called circles possibly today   sxsw
6924,google,neutral,"['google', 'sxsw']",google close to launching new social network  circles  google sxsw
6925,google,negative,['sxsw'],both microsoft and google are ripping us off too    a joomla wannabe logo sxsw 
6926,google,neutral,"['sxsw', 'sxsw', 'scrm']",new blogpost google announces  checkins in austin texas sxsw   my icnnreport post   sxsw scrm
6927,apple ipad,neutral,"['sxsw', 'sxsw']",all the posts from sxsw are making me jealous  btw sxsw auto corrects as ass on the ipad no joke check it 
6928,apple ipad,neutral,['sxsw'],ipad is not a game changer just a new game its a about multiplicity and options not either or but someone has to p ay for content  sxsw
6929,apple iphone,positive,"['sxsw', 'addictedtotheinterwebs']",finally got a new iphone  so i can tweet from my phone again just in time for sxsw gah this has been torture  addictedtotheinterwebs
6930,apple,neutral,['sxsw'],this is not how i want  b spending my time during sxsw    apple store w  others  
6931,google,unknown,"['sxsw', 'google', 'coudbeeasier']",finally got my sxsw schedule on my google calendar  coudbeeasier
6932,apple,neutral,['sxsw'],it just got real apple store sxsw 
6934,google,neutral,['sxsw'],true or not true    google to launch major new social network called circles possibly today  sxsw 
6935,google,neutral,"['sxsw', 'google']",jenny i got your number  sxsw google
6936,google,positive,['sxsw'],come   google party is at gsd m  sxsw badge gets u in free food drinks music big place no line great party come 
6937,apple ipad,neutral,"['platform', 'sxsw', 'sxswnl']",panel ipad  vs android vs the world  platform met  sxsw sxswnl  
6938,apple,neutral,['sxsw'],apple pops up store for sxsw event  via  sxsw
6939,apple,neutral,"['apple', 'sxsw']", another example of the marketing beast that is apple at sxsw
6940,google other,negative,['sxsw'],yea  another google product that is not available for google apps yet google hotpot  sxsw
6941,apple,negative,"['enchantment', 'sxsw', 'sxswi']", no other reason for apple continued survival than the existence of god    enchantment  sxsw sxswi
6942,google,positive,['sxsw'],google photo booth  at the six lounge check it  sxsw 
6943,google,neutral,['sxsw'],no from hotpot rt  google places with hotpot personalized friend recommendations are pulled from  facebook   sxsw
6944,apple app,positive,['sxsw'],for all you sxsw folks taking notes on your ipad be sure to download dan bricklin app notetaker really sweet  thanks 
6945,apple app,positive,"['ipad', 'sxsw', 'sxswi']",helping you clean up and organize all of your news content  does a great job for you ipad owners  sxsw sxswi
6946,apple iphone,positive,['sxsw'],how did you guys like our presentation at  sxsw wanna try filmaster on your iphone now 
6947,apple iphone,negative,['sxsw'],twitter you have failed me for the last time force chokes iphone  sxsw
6948,apple ipad,neutral,"['sxsw', 'sxswi']",hey all you lucky ducks headed to sxsw want to win an ipad   client is giving one away details here   sxswi
6951,google,neutral,['sxsw'],hey if you're at sxsw check out my pals  they're crucial dudes just fuckin' google to see when they're playing or whatever
6952,apple ipad,positive,['sxsw'],ouch looks like i might be able to grab one at the sxsw temp apple store
6953,apple ipad,neutral,"['touchingstories', 'sxsw']",missed touchingstories at sxsw catch it at web    touching stories designing digital magazines for the ipad 
6954,google,unknown,"['sxsw', 'psfk']",killer thought from   if you are not paying for a service it probably you that is being sold ref google tv ads etc sxsw psfk
6955,apple ipad,positive,"['mac', 'sxsw', 'theplatform']",glad i brought my mac to sxsw pc clearly not cool in this environment may walk around with theplatform ipad
6956,apple iphone,neutral,['sxsw'],if you thought people spent a lot of time staring at their iphone last year at sxsw  just wait 
6957,apple ipad,neutral,"['ipad', 'sxsw']",have not bought your ipad  yet going to sxsw check out apple pop up store  
6958,apple ipad,positive,"['brainwashed', 'lines', 'sxsw']",my life would be so much better with an ipad  brainwashed lines sxsw
6959,google,neutral,['sxsw'],google should do a doodle for sxsw 
6960,google,neutral,"['privacybootcamp', 'sxsw']",alarms should go off if you allow users to generate content  says google richard salgado privacybootcamp sxsw
6961,google,positive,"['sxsw', 'googlebread']",and it should go without saying   google bread is going to be amazing   sxsw googlebread
6962,google,neutral,"['aclu', 'googlecircles', 'sxsw']",privacy could headline google circles social network reveal later today social networks   aclu googlecircles sxsw
6963,google,neutral,"['google', 'sxsw']", google could launch a 'major' new social network called circles possibly today   sxsw remake of wave 
6964,google other,unknown,['sxsw'],google should put those engineers formerly behind real estate listings into renewing the google checkout project  sxsw
6965,apple,neutral,['sxsw'],apple announces pop up store at sxsw see our take on the future of pop up stores here  
6966,apple iphone,neutral,['sxsw'],already found our song of sxsw thanks to   iphone blackberry iphone blackberry iphone blackberry iphone blackberry 
6967,apple iphone,neutral,['sxsw'],gowalla founder started with sketches of what passport stamps would look like on the newly released iphone sxsw 
6968,google,neutral,"['sxsw', 'fsw']",tip if your sxsw hashtag search is being throttled by  dumb   errors use google eg  for fsw
6969,apple app,positive,"['sxsw', 'eventseekr']",our android  iphone app launches at sxsw also keep your handy lil device updated w event info  eventseekr
6970,apple iphone,neutral,"['sxswi', 'sxsw', 'ncbshow']",promote your film band or app with  iphone game  shout me out sxswi sxsw ncbshow
6971,apple ipad,neutral,"['futureoftouch', 'sxsw']",half an hour into futureoftouch first mention of ipad by our microsoft speakers sxsw
6972,apple app,positive,['sxsw'],word to your motherboard rt  you will want these iphone apps if you're heading to sxsw today   hot ones  
6973,google,neutral,"['google', 'freedrinks', 'sxsw', 'hipsters']",show me your mustache and monocle  google freedrinks sxsw hipsters
6974,apple iphone,negative,"['iphone', 'sxsw']",but are your phones staying charged my crappy iphone would never handle sxsw rt    no sleep crazyfest   
6975,apple iphone,positive,['sxsw'],our social calendar app just rolled out with some special sxsw functionality for iphone and android d 
6976,apple ipad,positive,['sxsw'],what  four south africans who capped off a  hour plane trip to sxsw with a nine hour wait in the ipad line  
6977,apple ipad,neutral,"['yourmom', 'sxsw']",at the yourmom ipad design talk  sxsw
6978,apple ipad,negative,"['newsapps', 'sxsw']",part of journalsim is the support of democracy yes informed populous yes ipad as a focus does not support that newsapps sxsw
6979,google,neutral,"['google', 'sxsw']",i am curious about google circle their rumored new take on the next social network have to stay tuned for news from sxsw 
6980,apple ipad,positive,"['iwantacameraonmyipad', 'sxsw']",i am jealous to see people with the ipad  take photos with it  iwantacameraonmyipad sxsw
6981,apple ipad,neutral,"['sxsw', 'uxdes']",checking out  designing ipad interfaces  new navigation schemas at sxsw   sxsw uxdes
6982,apple iphone,neutral,['sxsw'],checking out   iphone app for finding a car service  sxsw
6983,android,neutral,"['sxsw', 'uxamandroid']",checking out designing for android session at sxsw sxsw uxamandroid
6984,google,positive,"['sxsw', 'mkesxsw']",checking out google  keynote at sxsw mkesxsw who is from wisconsin 
